"sec","power","rP","rG","pctP"
353,120,546.019843680763,182.116096007765,10.9203968736153
354,120,594.773133143803,204.724587420508,11.8954626628761
355,120,643.023767610104,227.298583767203,12.8604753522021
356,120,690.776562657025,249.838137678941,13.8155312531405
357,120,738.036291871685,272.343301706512,14.7607258374337
358,120,784.80768717265,294.814128320526,15.696153743453
359,120,831.095439129605,317.250669911534,16.6219087825921
360,120,876.90419728102,339.652978790154,17.5380839456204
361,400,824.289945444158,306.267217353012,16.4857989088832
362,400,774.832548717509,254.979039158505,15.4966509743502
363,400,728.342595794458,188.536792347514,14.5668519158892
364,400,684.642040046791,109.266903394931,13.6928408009358
365,400,643.563517643983,19.1386497960523,12.8712703528797
366,400,604.949706585344,0,12.0989941317069
367,400,568.652724190224,0,11.3730544838045
368,400,534.53356073881,0,10.6906712147762
369,400,502.461547094482,0,10.0492309418896
370,400,472.313854268813,0,9.44627708537626
371,400,443.975023012684,0,8.87950046025368
372,400,417.336521631923,0,8.34673043263846
373,400,392.296330334008,0,7.84592660668015
374,400,368.758550513967,0,7.37517101027934
375,400,346.633037483129,0,6.93266074966258
376,400,325.835055234141,0,6.51670110468283
377,400,306.284951920093,0,6.12569903840186
378,400,287.907854804887,0,5.75815709609775
379,400,270.633383516594,0,5.41266767033188
380,400,254.395380505598,0,5.08790761011197
381,400,239.131657675263,0,4.78263315350525
382,400,224.783758214747,0,4.49567516429494
383,400,211.296732721862,0,4.22593465443724
384,400,198.61892875855,0,3.97237857517101
385,400,186.701793033037,0,3.73403586066074
386,400,175.499685451055,0,3.5099937090211
387,400,164.969704323992,0,3.29939408647983
388,400,155.071522064552,0,3.10143044129104
389,400,145.767230740679,0,2.91534461481358
390,400,137.021196896238,0,2.74042393792477
391,120,189.977334723311,22.8863563372754,3.79954669446622
392,120,242.390710229882,45.7377936541243,4.84781420459763
393,120,294.266487042573,68.5543652284898,5.88532974085145
394,120,345.609784148207,91.3361242570255,6.91219568296415
395,120,396.425676231917,114.08312385522,7.92851352463834
396,120,446.719194013169,136.795417057521,8.93438388026338
397,120,496.495324579722,159.473056817457,9.92990649159443
398,120,545.75901171952,182.116096007765,10.9151802343904
399,120,594.515156250535,204.724587420508,11.8903031250107
400,120,642.768616348558,227.298583767203,12.8553723269712
401,120,690.524207872956,249.838137678941,13.8104841574591
402,120,737.786704690395,272.343301706512,14.7557340938079
403,120,784.56083899655,294.814128320526,15.691216779931
404,120,830.851301635793,317.250669911534,16.6170260327159
405,120,876.66274241888,339.652978790154,17.5332548483776
406,400,824.062977873747,306.267217353012,16.4812595574749
407,400,774.619199201322,254.979039158505,15.4923839840264
408,400,728.142047249243,188.536792347514,14.5628409449849
409,400,684.453524414288,109.266903394931,13.6890704882858
410,400,643.386312949431,19.1386497960523,12.8677262589886
411,400,604.783134172465,0,12.0956626834493
412,400,568.496146122117,0,11.3699229224423
413,400,534.38637735479,0,10.6877275470958
414,400,502.323194713503,0,10.0464638942701
415,400,472.183803030692,0,9.44367606061385
416,400,443.852774848851,0,8.87705549697702
417,400,417.22160835792,0,8.3444321671584
418,400,392.188311856445,0,7.84376623712889
419,400,368.657013145058,0,7.37314026290116
420,400,346.537592356354,0,6.93075184712709
421,400,325.745336814973,0,6.51490673629946
422,400,306.200616606075,0,6.1240123321215
423,400,287.82857960971,0,5.75657159219421
424,400,270.558864833128,0,5.41117729666255
425,400,254.32533294314,0,5.0865066588628
426,400,239.065812966552,0,4.78131625933103
427,400,224.721864188559,0,4.49443728377117
428,400,211.238552337245,0,4.2247710467449
429,400,198.56423919701,0,3.97128478394021
430,400,186.65038484519,0,3.73300769690379
431,400,175.451361754478,0,3.50902723508957
432,400,164.92428004921,0,3.29848560098419
433,400,155.028823246257,0,3.10057646492514
434,400,145.727093851482,0,2.91454187702963
435,400,136.983468220393,0,2.73966936440785
436,120,189.940016899546,22.8863563372754,3.79880033799091
437,120,242.353799047259,45.7377936541243,4.84707598094517
438,120,294.229978330215,68.5543652284898,5.88459956660429
439,120,345.573673774952,91.3361242570255,6.91147347549904
440,120,396.389960105974,114.08312385522,7.92779920211947
441,120,446.683868081776,136.795417057521,8.93367736163552
442,120,496.46038482881,159.473056817457,9.9292076965762
443,120,545.724454173376,182.116096007765,10.9144890834675
444,120,594.480976971467,204.724587420508,11.8896195394293
445,120,642.734811436566,227.298583767203,12.8546962287313
446,120,690.490773465403,249.838137678941,13.8098154693081
447,120,737.753636961681,272.343301706512,14.7550727392336
448,120,784.52813415779,294.814128320526,15.6905626831558
449,120,830.818955934494,317.250669911534,16.6163791186899
450,120,876.630752138623,339.652978790154,17.5326150427725
